type,galaxyID,timeStep,age(GYr),redshift(z),camera,filter,px(pixels),errpx(pixels),py(pixels),errpy(pixels),mag,errmag,rad(pixels),errrad(pixels),rad(kpc),errrad(kpc),sersicIndex(n),errsersicIndex(n),b/a,errb/a,angle(deg),errangle(deg),sky
enum,enum,numeric,numeric,numeric,numeric,enum,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric,numeric
central,VELA28MRP,295882,2.787,2.37837837838,6,F160W,300.5270,0.1056,300.8660,0.0500,21.3102,0.0045,32.8618,0.1376,2315.0480864,9.6936448,1.3438,0.0066,0.4995,0.0022,-89.3852,0.1832,0.000e+00
other,VELA28MRP,295882,2.787,2.37837837838,7,F160W,180.6336,0.0496,374.2542,0.0757,23.1049,0.0106,16.0773,0.1969,1132.6136304,13.8712112,2.0858,0.0240,0.6441,0.0063,16.6203,0.8556,0.000e+00
central,VELA28MRP,295882,2.787,2.37837837838,7,F160W,302.8350,0.0476,303.5439,0.0526,20.9004,0.0038,23.1017,0.0811,1627.4685616,5.7133328,1.0009,0.0053,0.8971,0.0030,-26.7957,1.1453,0.000e+00
central,VELA28MRP,295882,2.787,2.37837837838,8,F160W,304.0466,0.0576,303.2966,0.0481,20.9359,0.0037,23.8724,0.0698,1681.7628352,4.9172704,0.8771,0.0045,0.7907,0.0029,-59.0107,0.5197,0.000e+00
other,VELA28MRP,295882,2.787,2.37837837838,8,F160W,138.3806,0.0428,363.6664,0.0690,23.2044,0.0105,14.0298,0.1582,988.3713504,11.1448736,1.9627,0.0247,0.5937,0.0058,17.1539,0.7084,0.000e+00
other,VELA28MRP,295882,2.787,2.37837837838,8,F160W,259.9438,0.0622,370.5847,0.0472,21.7237,0.0053,16.0594,0.0828,1131.3526112,5.8330944,1.1820,0.0108,0.7708,0.0041,-86.6536,0.7180,0.000e+00
other,VELA28MRP,298890,2.828,2.34448160535,0,F160W,430.8518,0.0574,388.0028,0.0807,21.9299,0.0052,24.8502,0.1145,1768.44708786,8.14831235,0.8600,0.0062,0.5649,0.0025,-19.4065,0.3025,0.000e+00
central,VELA28MRP,298890,2.828,2.34448160535,0,F160W,307.1973,0.0627,301.3438,0.0300,20.7475,0.0031,37.8041,0.0625,2690.30231363,4.44776875,0.9243,0.0046,0.3560,0.0010,-65.6036,0.0820,0.000e+00
central,VELA28MRP,298890,2.828,2.34448160535,1,F160W,303.9861,0.0632,299.5507,0.0303,20.7931,0.0033,32.6242,0.0620,2321.67835606,4.4121866,0.7448,0.0021,0.3534,0.0010,89.1273,0.0875,0.000e+00
other,VELA28MRP,298890,2.828,2.34448160535,1,F160W,450.3139,0.0600,354.0593,0.0411,21.8829,0.0055,19.6636,0.0941,1399.34632948,6.69656063,1.3903,0.0121,0.5608,0.0030,-56.1710,0.3123,0.000e+00
central,VELA28MRP,298890,2.828,2.34448160535,5,F160W,298.5564,0.0415,299.4660,0.0249,20.7445,0.0030,21.1968,0.0556,1508.45543424,3.95673508,1.0792,0.0038,0.5181,0.0015,89.9414,0.1450,0.000e+00
other,VELA28MRP,298890,2.828,2.34448160535,5,F160W,220.5752,0.0433,361.0441,0.0421,21.8314,0.0050,18.2300,0.0924,1297.325189,6.57558132,1.3546,0.0113,0.7492,0.0035,47.5185,0.5871,0.000e+00
other,VELA28MRP,298890,2.828,2.34448160535,6,F160W,144.2699,0.0779,352.1944,0.0367,21.8746,0.0056,23.3862,0.1267,1664.26255266,9.01651681,1.2871,0.0111,0.4510,0.0025,65.0389,0.2146,0.000e+00
central,VELA28MRP,298890,2.828,2.34448160535,6,F160W,298.1833,0.0641,299.7314,0.0312,20.7174,0.0032,31.5889,0.0680,2248.00195627,4.8391724,0.9360,0.0032,0.3960,0.0012,-89.6476,0.0990,0.000e+00
central,VELA28MRP,298890,2.828,2.34448160535,7,F160W,297.4760,0.0244,299.0734,0.0206,20.6710,0.0030,13.4622,0.0425,958.02803946,3.02448275,1.4965,0.0057,0.8241,0.0026,-75.0495,0.5788,0.000e+00
other,VELA28MRP,298890,2.828,2.34448160535,7,F160W,201.0746,0.1001,375.2981,0.1707,23.1328,0.0075,21.7196,0.2025,1545.66013028,14.41077075,1.0017,0.0181,0.6066,0.0048,-1.2079,0.6547,0.000e+00
other,VELA28MRP,298890,2.828,2.34448160535,7,F160W,284.4102,0.0704,356.9117,0.0715,21.7696,0.0036,18.8154,0.0955,1338.98477022,6.79619065,1.1118,0.0077,0.9032,0.0039,-41.5835,2.0495,0.000e+00
central,VELA28MRP,298890,2.828,2.34448160535,8,F160W,297.8535,0.0282,299.3244,0.0241,20.6438,0.0033,14.2780,0.0482,1016.0838754,3.43011926,1.6279,0.0063,0.8804,0.0030,-85.8401,0.8861,0.000e+00
other,VELA28MRP,298890,2.828,2.34448160535,8,F160W,159.0785,0.1111,378.3250,0.1756,23.1313,0.0109,20.2378,0.1886,1440.20887054,13.42158698,0.9008,0.0151,0.6292,0.0057,2.3223,0.7202,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,0,F160W,500.5371,0.0731,449.9796,0.1464,23.8364,12.9999,4.800e-03,1.108e-01,0.34500768,7.96392728,17.7356,56.8574,0.0290,0.0224,53.7526,1.1982,0.000e+00
central,VELA28MRP,301882,2.870,2.31125827815,0,F160W,318.5581,0.0611,316.0061,0.0463,20.5510,0.0033,35.4904,0.1141,2550.92928464,8.20112006,1.3394,0.0054,0.3015,0.0009,-53.8036,0.0698,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,1,F160W,538.6926,0.0933,321.2767,0.5820,23.8134,48.3210,4.757e-03,3.497e-01,0.3419169862,25.13524702,14.7753,162.6601,0.0543,0.0499,-0.4396,2.2588,0.000e+00
central,VELA28MRP,301882,2.870,2.31125827815,1,F160W,308.7872,0.0595,300.3271,0.0240,20.7870,0.0038,23.4796,0.0916,1687.63381736,6.58389656,1.2797,0.0045,0.3906,0.0015,87.4702,0.1352,0.000e+00
central,VELA28MRP,301882,2.870,2.31125827815,5,F160W,293.6136,0.0317,302.2924,0.0184,20.4962,0.0030,16.9095,0.0515,1215.3973677,3.7016449,1.4525,0.0037,0.5784,0.0017,76.7864,0.1798,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,5,F160W,9.4629,0.1763,433.2616,0.2742,24.9492,0.0275,19.7971,0.6310,1422.94823786,45.3541346,1.6203,0.0674,0.5916,0.0163,-7.4408,1.9138,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,5,F160W,187.5153,0.0717,343.2025,0.0544,22.0286,0.0061,17.1259,0.1031,1230.95146394,7.41047746,1.2910,0.0129,0.7688,0.0037,88.0063,0.7819,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,6,F160W,55.8008,0.0385,315.5791,1.3346,25.0071,86.7492,3.186e-03,4.808e-01,0.2289988476,34.55826928,18.3567,366.9911,0.0419,0.0402,1.3454,1.5579,0.000e+00
central,VELA28MRP,301882,2.870,2.31125827815,6,F160W,294.8217,0.0437,300.2722,0.0209,20.9228,0.0042,17.3425,0.0897,1246.5199355,6.44733102,1.5988,0.0056,0.4718,0.0021,-88.8752,0.2090,0.000e+00
central,VELA28MRP,301882,2.870,2.31125827815,7,F160W,299.3347,0.0186,301.3647,0.0207,20.3505,0.0027,14.0923,0.0435,1012.90661018,3.1266321,1.6600,0.0049,0.8427,0.0020,-10.1664,0.4385,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,7,F160W,236.8490,0.3050,461.8940,0.5500,25.0729,0.0258,30.0442,0.7111,2159.47494572,51.11145026,0.9346,0.0322,0.5563,0.0135,-28.4808,1.3348,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,7,F160W,264.4524,0.3407,340.1388,0.1958,22.3633,0.0085,45.5628,0.2600,3274.89915048,18.687916,0.5081,0.0059,0.4569,0.0033,71.3279,0.3216,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,8,F160W,173.4762,0.1396,369.3039,0.1845,23.3426,0.0114,23.0931,0.2575,1659.85351146,18.5082245,1.0949,0.0169,0.6951,0.0068,-11.0553,0.9977,0.000e+00
central,VELA28MRP,301882,2.870,2.31125827815,8,F160W,298.4143,0.0184,301.4085,0.0198,20.3612,0.0028,13.9455,0.0434,1002.3551253,3.11944444,1.6888,0.0053,0.9020,0.0020,17.6856,0.9165,0.000e+00
other,VELA28MRP,301882,2.870,2.31125827815,8,F160W,195.4483,0.0206,465.3204,0.0750,26.8245,0.2864,128.4300,199.6734,9231.111738,14351.8451024,19.9713,10.5558,0.7034,0.0490,3.5855,5.4298,0.000e+00
central,VELA28MRP,305478,2.912,2.27868852459,0,F160W,303.9214,0.0456,305.2956,0.0649,20.8137,0.0037,33.3686,0.1249,2426.99171008,9.08432672,1.3988,0.0051,0.3050,0.0011,-34.6069,0.0821,0.000e+00
other,VELA28MRP,305478,2.912,2.27868852459,0,F160W,516.7053,0.0460,522.1788,0.0924,22.1835,0.0070,21.6247,0.1717,1572.82498016,12.48822176,1.4780,0.0128,0.4760,0.0028,-13.1274,0.3051,0.000e+00
other,VELA28MRP,305478,2.912,2.27868852459,1,F160W,620.4818,2.1156,314.1066,0.3425,20.1150,0.5435,5.3159,2.1927,386.64029152,159.48121056,4.3354,0.5862,0.4777,0.0118,-87.8719,0.8220,0.000e+00
central,VELA28MRP,305478,2.912,2.27868852459,1,F160W,303.9752,0.0805,298.5598,0.0285,20.8197,0.0036,33.4380,0.1195,2432.0393664,8.6915696,1.2626,0.0050,0.3326,0.0011,86.6670,0.0928,0.000e+00
central,VELA28MRP,305478,2.912,2.27868852459,5,F160W,299.4258,0.0276,299.9900,0.0351,20.7378,0.0037,17.1736,0.0721,1249.08401408,5.24403488,1.6229,0.0071,0.7810,0.0024,27.7723,0.5115,0.000e+00
other,VELA28MRP,305478,2.912,2.27868852459,5,F160W,99.9807,0.1188,503.5488,0.1318,23.2775,0.0124,20.8258,0.2645,1514.71874624,19.2378256,1.2589,0.0176,0.5308,0.0062,-43.6882,0.6403,0.000e+00
other,VELA28MRP,305478,2.912,2.27868852459,5,F160W,185.9078,0.0367,400.3103,0.0410,22.0077,0.0066,15.0780,0.1152,1096.6651584,8.37881856,1.7818,0.0128,0.7993,0.0054,37.8553,1.0361,0.000e+00
other,VELA28MRP,305478,2.912,2.27868852459,6,F160W,1.5005,0.1803,278.2047,0.0761,22.5235,0.0110,21.7589,0.2788,1582.58572192,20.27790464,1.7063,0.0272,0.6148,0.0063,78.8453,0.8995,0.000e+00
central,VELA28MRP,305478,2.912,2.27868852459,6,F160W,297.5246,0.0766,299.6198,0.0304,20.8412,0.0037,32.0419,0.1042,2330.49710432,7.57875776,1.4291,0.0058,0.3912,0.0014,-89.3910,0.1123,0.000e+00
other,VELA28MRP,305478,2.912,2.27868852459,7,F160W,259.5826,0.1187,368.4452,0.1755,22.9181,0.0101,31.8263,0.3238,2314.81591264,23.55088064,1.1600,0.0133,0.5301,0.0038,-37.2205,0.4926,0.000e+00
central,VELA28MRP,305478,2.912,2.27868852459,7,F160W,300.7032,0.0248,298.9882,0.0271,20.4284,0.0028,16.1246,0.0529,1172.78730688,3.84756512,1.6625,0.0047,0.9324,0.0020,-16.9180,1.3394,0.000e+00
other,VELA28MRP,305478,2.912,2.27868852459,8,F160W,236.6828,0.1059,392.1518,0.1639,23.0122,0.0100,27.1433,0.2890,1974.20821024,21.0197792,1.2619,0.0137,0.6140,0.0043,-33.2740,0.6540,0.000e+00
central,VELA28MRP,305478,2.912,2.27868852459,8,F160W,300.5346,0.0217,299.0720,0.0276,20.5138,0.0031,16.4960,0.0577,1199.8002688,4.19668256,1.7475,0.0057,0.8084,0.0021,-21.7165,0.4697,0.000e+00
central,VELA28MRP,308862,2.968,2.23624595469,0,F160W,299.0898,0.0430,298.5901,0.0694,20.9660,0.0040,33.7725,0.1448,2483.5823685,10.64838928,1.6185,0.0065,0.3352,0.0013,-31.6536,0.1101,0.000e+00
central,VELA28MRP,308862,2.968,2.23624595469,1,F160W,296.9418,0.0821,300.6175,0.0296,21.0204,0.0037,33.2649,0.1330,2446.25417514,9.7806338,1.4577,0.0055,0.3658,0.0014,-85.5250,0.1101,0.000e+00
other,VELA28MRP,308862,2.968,2.23624595469,5,F160W,157.8127,0.0686,401.8062,0.0671,21.5604,0.0052,20.0133,0.1152,1471.75006338,8.47164672,1.2972,0.0086,0.9233,0.0039,24.9496,2.1811,0.000e+00
central,VELA28MRP,308862,2.968,2.23624595469,5,F160W,300.9204,0.0264,300.0738,0.0319,20.8145,0.0036,17.9036,0.0747,1316.60567896,5.49333342,1.9371,0.0076,0.7984,0.0028,14.7881,0.5239,0.000e+00
central,VELA28MRP,308862,2.968,2.23624595469,6,F160W,303.5073,0.0759,300.1907,0.0302,21.0229,0.0038,32.0333,0.1189,2355.68403538,8.74373954,1.5015,0.0057,0.3947,0.0015,75.2419,0.1109,0.000e+00
central,VELA28MRP,308862,2.968,2.23624595469,7,F160W,299.8581,0.0215,301.0545,0.0192,20.4074,0.0026,16.8281,0.0493,1237.51491466,3.62545298,1.7534,0.0037,0.8961,0.0021,-56.2300,0.8106,0.000e+00
other,VELA28MRP,308862,2.968,2.23624595469,8,F160W,246.8348,0.0515,328.3289,0.0789,21.7609,0.0051,23.9688,0.1358,1762.63199568,9.98654188,1.2141,0.0080,0.7342,0.0040,33.7737,0.6709,0.000e+00
central,VELA28MRP,308862,2.968,2.23624595469,8,F160W,300.1418,0.0253,300.9827,0.0299,20.6723,0.0031,17.7424,0.0571,1304.75125664,4.19905406,1.7995,0.0046,0.8193,0.0023,-7.6549,0.5391,0.000e+00
other,VELA28MRP,312132,3.011,2.20512820513,0,F160W,479.0358,0.0665,536.9377,0.0769,21.4047,0.0057,34.1736,0.2736,2539.6794312,20.3331312,1.7037,0.0167,0.3155,0.0017,-40.7969,0.1478,0.000e+00
central,VELA28MRP,312132,3.011,2.20512820513,0,F160W,299.9803,0.0382,299.1378,0.1049,21.0708,0.0047,39.3433,0.1821,2923.8760261,13.5331257,1.3857,0.0073,0.3331,0.0015,-19.1886,0.1120,0.000e+00
other,VELA28MRP,312132,3.011,2.20512820513,1,F160W,562.8005,0.1820,398.1489,0.0769,21.4017,0.0057,52.2734,0.4533,3884.8022678,33.6878961,1.3300,0.0146,0.2533,0.0015,-65.1874,0.1384,0.000e+00
central,VELA28MRP,312132,3.011,2.20512820513,1,F160W,297.8733,0.1240,298.8070,0.0403,21.1006,0.0044,39.8236,0.1788,2959.5704812,13.2878796,1.2176,0.0054,0.3234,0.0013,-78.5300,0.1091,0.000e+00
central,VELA28MRP,312132,3.011,2.20512820513,5,F160W,300.5613,0.0317,298.3759,0.0397,20.8550,0.0038,19.7394,0.0832,1466.9729898,6.1831744,1.8010,0.0077,0.8050,0.0028,-0.9951,0.5868,0.000e+00
other,VELA28MRP,312132,3.011,2.20512820513,5,F160W,181.4918,0.0579,446.7766,0.0405,21.8299,0.0055,13.7841,0.0834,1024.3929597,6.1980378,1.2346,0.0132,0.8917,0.0039,80.2881,2.1163,0.000e+00
other,VELA28MRP,312132,3.011,2.20512820513,5,F160W,196.7128,0.0988,408.5263,0.0616,21.5014,0.0045,28.9918,0.1045,2154.5836006,7.7661265,0.4397,0.0038,0.4136,0.0016,61.0006,0.1758,0.000e+00
central,VELA28MRP,312132,3.011,2.20512820513,6,F160W,301.9869,0.0934,298.9124,0.0601,21.0408,0.0045,40.1769,0.1881,2985.8266773,13.9790277,1.5565,0.0087,0.3440,0.0013,57.6054,0.1234,0.000e+00
other,VELA28MRP,312132,3.011,2.20512820513,6,F160W,13.8242,0.1188,410.3473,0.0338,21.3767,0.0067,48.4912,0.4623,3603.7205104,34.3567491,2.0654,0.0193,0.2331,0.0014,79.6921,0.1442,0.000e+00
other,VELA28MRP,312132,3.011,2.20512820513,7,F160W,264.4303,0.0378,306.4341,0.0386,21.0463,0.0031,17.0343,0.0465,1265.9380731,3.4557405,0.7411,0.0058,0.8134,0.0025,-30.8369,0.7214,0.000e+00
central,VELA28MRP,312132,3.011,2.20512820513,7,F160W,299.8067,0.0330,299.5952,0.0332,20.7132,0.0026,18.9806,0.0468,1410.5812502,3.4780356,1.6479,0.0043,0.9802,0.0022,2.3940,5.4937,0.000e+00
other,VELA28MRP,312132,3.011,2.20512820513,8,F160W,254.1960,0.0494,324.4596,0.0407,20.9827,0.0032,17.4159,0.0450,1294.2974403,3.344265,0.7297,0.0052,0.9012,0.0026,-17.4230,1.2187,0.000e+00
central,VELA28MRP,312132,3.011,2.20512820513,8,F160W,300.4563,0.0217,299.4791,0.0275,20.7979,0.0027,20.3946,0.0703,1515.6654882,5.2244851,1.7328,0.0048,0.7472,0.0022,-38.8023,0.3568,0.000e+00
other,VELA28MRP,315401,3.053,2.1746031746,0,F160W,224.8890,0.2248,216.2868,0.1160,22.3277,0.0094,30.7812,0.3197,2311.5296046,24.00803135,0.9258,0.0181,0.5165,0.0038,-70.1802,0.5538,0.000e+00
central,VELA28MRP,315401,3.053,2.1746031746,0,F160W,302.6670,0.0727,304.4144,0.0700,20.9523,0.0038,34.9895,0.1873,2627.55399725,14.06538715,1.5750,0.0074,0.3999,0.0019,-47.3452,0.1621,0.000e+00
other,VELA28MRP,315401,3.053,2.1746031746,0,F160W,71.7761,0.1540,134.2586,0.0530,21.1741,0.0055,39.1965,0.2166,2943.48076575,16.2656853,0.9755,0.0094,0.3131,0.0015,-80.5325,0.1353,0.000e+00
central,VELA28MRP,315401,3.053,2.1746031746,1,F160W,299.2645,0.1078,301.2159,0.0672,20.8824,0.0048,42.4336,0.2069,3186.5724088,15.53725895,1.4617,0.0084,0.3049,0.0014,58.6618,0.1095,0.000e+00
central,VELA28MRP,315401,3.053,2.1746031746,5,F160W,299.1027,0.0463,300.8574,0.0412,20.7931,0.0042,20.1745,0.0942,1515.01416475,7.0739961,1.8029,0.0083,0.8844,0.0035,-86.5414,1.1686,0.000e+00
other,VELA28MRP,315401,3.053,2.1746031746,5,F160W,159.4061,0.1002,201.7072,0.1346,21.9087,0.0071,29.1351,0.2026,2187.91490205,15.2143483,1.0089,0.0089,0.6775,0.0045,-38.1414,0.6450,0.000e+00
other,VELA28MRP,315401,3.053,2.1746031746,5,F160W,196.3720,0.0596,168.0649,0.0522,21.5238,0.0059,16.5460,0.0919,1242.530143,6.90127645,0.9133,0.0098,0.5629,0.0032,-47.1543,0.3349,0.000e+00
central,VELA28MRP,315401,3.053,2.1746031746,6,F160W,302.8428,0.1041,301.1408,0.0614,20.9069,0.0049,43.5198,0.2265,3268.1411409,17.00913075,1.6420,0.0100,0.3475,0.0016,59.1461,0.1332,0.000e+00
other,VELA28MRP,315401,3.053,2.1746031746,6,F160W,42.9053,0.1041,370.8841,0.0561,21.6918,0.0073,18.4536,0.0824,1385.7823188,6.1878692,0.7412,0.0106,0.5398,0.0035,71.1342,0.3615,0.000e+00
other,VELA28MRP,315401,3.053,2.1746031746,7,F160W,304.9069,0.0365,226.8368,0.0415,21.3035,0.0047,14.6119,0.0580,1097.28793645,4.355539,0.9546,0.0076,0.8525,0.0036,-45.3317,0.9812,0.000e+00
central,VELA28MRP,315401,3.053,2.1746031746,7,F160W,299.2639,0.0433,298.5287,0.0404,20.4259,0.0029,21.3149,0.0614,1600.65307295,4.6108637,1.3619,0.0052,0.9523,0.0026,86.0463,2.1359,0.000e+00
central,VELA28MRP,315401,3.053,2.1746031746,8,F160W,299.7721,0.0454,298.0013,0.0357,20.4910,0.0032,24.1542,0.0793,1813.8717261,5.95507315,1.4014,0.0052,0.7708,0.0024,60.2091,0.3955,0.000e+00
other,VELA28MRP,315401,3.053,2.1746031746,8,F160W,289.6310,0.0366,214.6480,0.0461,21.3319,0.0048,14.9412,0.0655,1122.0168846,4.91875525,0.9551,0.0075,0.8090,0.0036,-38.9340,0.7208,0.000e+00
central,VELA28MRP,318814,3.110,2.13479623824,0,F160W,298.8460,0.0373,302.6150,0.1215,20.3224,0.0041,41.5512,0.1504,3154.07264472,11.41657824,1.1351,0.0077,0.2959,0.0011,17.6317,0.0939,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,0,F160W,401.2755,0.1338,146.4922,0.0970,22.9216,0.0158,13.9840,0.1221,1061.4988704,9.26837901,0.2779,0.0113,0.3643,0.0041,53.8866,0.4486,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,0,F160W,396.7362,0.1262,106.9591,0.2762,21.3541,0.0067,53.0113,0.2391,4023.98706153,18.14962671,0.3945,0.0055,0.5407,0.0025,-15.4489,0.2920,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,1,F160W,131.9620,0.0997,275.4875,0.0701,22.7009,0.0127,13.8219,0.1272,1049.19416739,9.65551032,0.3530,0.0098,0.5179,0.0053,-59.5658,0.6779,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,1,F160W,92.4085,0.2503,238.4539,0.1107,21.3643,0.0053,56.7889,0.2524,4310.73750009,19.15920444,0.3841,0.0052,0.5213,0.0023,-75.9517,0.2378,0.000e+00
central,VELA28MRP,318814,3.110,2.13479623824,1,F160W,305.5782,0.1288,305.1946,0.0432,20.3201,0.0040,45.7014,0.1733,3469.10644134,13.15487373,1.1566,0.0060,0.3133,0.0011,-87.9572,0.0981,0.000e+00
central,VELA28MRP,318814,3.110,2.13479623824,5,F160W,300.1645,0.0275,306.6051,0.0383,20.1861,0.0033,20.2845,0.0704,1539.75785445,5.34393024,1.4559,0.0079,0.7239,0.0024,27.3731,0.3561,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,5,F160W,366.7979,0.1619,186.6784,0.1815,21.3727,0.0059,39.5633,0.1524,3003.17493273,11.56839444,0.4692,0.0048,0.8408,0.0033,-18.7089,1.0665,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,6,F160W,484.6494,0.1328,281.4258,0.0889,21.9897,0.0079,21.9162,0.1750,1663.61710122,13.2839175,0.8988,0.0143,0.5486,0.0051,88.3737,0.5532,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,6,F160W,525.1425,0.1445,222.0958,0.1880,21.7243,0.0062,35.8302,0.2669,2719.80240462,20.25987189,0.6923,0.0070,0.7144,0.0046,48.4446,0.9062,0.000e+00
central,VELA28MRP,318814,3.110,2.13479623824,6,F160W,296.7026,0.1094,302.3005,0.0410,20.2855,0.0040,40.6355,0.1481,3084.56359755,11.24198961,1.2488,0.0068,0.2916,0.0011,70.0307,0.0900,0.000e+00
central,VELA28MRP,318814,3.110,2.13479623824,7,F160W,300.7852,0.0372,303.5225,0.0412,20.1113,0.0031,19.9312,0.0580,1512.93952272,4.4026698,1.3111,0.0049,0.9355,0.0028,7.6421,1.5738,0.000e+00
other,VELA28MRP,318814,3.110,2.13479623824,7,F160W,552.2519,0.2314,580.3258,0.1563,23.7811,0.0181,23.0525,0.4514,1749.87147525,34.26491634,1.4326,0.0305,0.6810,0.0088,-61.7358,1.9289,0.000e+00
central,VELA28MRP,318814,3.110,2.13479623824,8,F160W,300.4862,0.0346,303.7766,0.0391,20.1424,0.0032,19.0986,0.0578,1449.73843866,4.38748818,1.4348,0.0058,0.9472,0.0029,11.7754,2.0038,0.000e+00
central,VELA28MRP,321497,3.139,2.11526479751,0,F160W,311.4461,0.0838,314.4098,0.1288,20.4054,0.0042,50.4553,0.1895,3862.19680357,14.50563755,1.1092,0.0055,0.2490,0.0010,-33.8261,0.0654,0.000e+00
other,VELA28MRP,321497,3.139,2.11526479751,0,F160W,371.0874,0.0555,415.4163,0.0362,22.4702,0.0114,13.8750,0.1350,1062.0882375,10.3338315,1.5271,0.0305,0.2008,0.0024,-56.3512,0.1527,0.000e+00
other,VELA28MRP,321497,3.139,2.11526479751,0,F160W,181.0635,0.1813,201.3420,0.1151,21.4153,0.0067,47.0371,0.2875,3600.54418999,22.00723375,0.7912,0.0078,0.5429,0.0028,-54.5726,0.3009,0.000e+00
other,VELA28MRP,321497,3.139,2.11526479751,1,F160W,142.0840,0.1334,297.7991,0.1119,21.6065,0.0057,31.8125,0.1746,2435.14825625,13.36508874,0.8444,0.0076,0.6361,0.0042,64.6886,0.5813,0.000e+00
central,VELA28MRP,321497,3.139,2.11526479751,1,F160W,315.1044,0.1547,293.6962,0.0407,20.4092,0.0039,50.2865,0.1697,3849.27568685,12.99000893,1.1162,0.0067,0.2652,0.0010,80.7118,0.0883,0.000e+00
other,VELA28MRP,321497,3.139,2.11526479751,1,F160W,422.3463,0.0641,309.6361,0.0392,22.3153,0.0094,13.8096,0.1770,1057.08207024,13.5488013,1.9483,0.0284,0.6015,0.0062,-77.4763,0.7779,0.000e+00
central,VELA28MRP,321497,3.139,2.11526479751,5,F160W,304.0967,0.0330,299.7339,0.0419,20.2657,0.0035,21.1960,0.0835,1622.4880924,6.39166615,1.5645,0.0057,0.7562,0.0025,-19.0279,0.4695,0.000e+00
other,VELA28MRP,321497,3.139,2.11526479751,5,F160W,239.3514,0.1257,230.5662,0.1204,21.4347,0.0054,28.7014,0.1343,2197.00319566,10.28024867,0.7710,0.0089,0.8679,0.0047,71.0820,1.6041,0.000e+00
central,VELA28MRP,321497,3.139,2.11526479751,6,F160W,321.3947,0.1220,293.5531,0.0335,20.3818,0.0042,48.1901,0.1912,3688.80276569,14.63576728,1.5034,0.0086,0.2640,0.0011,76.5441,0.0794,0.000e+00
other,VELA28MRP,321497,3.139,2.11526479751,6,F160W,139.9660,0.1513,325.7302,0.1329,21.6379,0.0074,32.2314,0.2352,2467.21375266,18.00383088,0.8270,0.0093,0.7060,0.0046,66.2222,0.7982,0.000e+00
other,VELA28MRP,321497,3.139,2.11526479751,6,F160W,225.0095,0.3408,277.4363,0.0843,22.0258,0.0094,40.1075,0.3953,3070.10479175,30.25898957,0.6691,0.0115,0.2679,0.0027,-80.3330,0.1887,0.000e+00
central,VELA28MRP,321497,3.139,2.11526479751,7,F160W,295.5287,0.0416,292.0860,0.0435,19.9415,0.0025,24.9398,0.0635,1909.06437662,4.86072815,1.1210,0.0034,0.8801,0.0018,28.6252,0.6340,0.000e+00
central,VELA28MRP,321497,3.139,2.11526479751,8,F160W,295.5016,0.0413,292.0338,0.0490,19.9661,0.0027,26.5734,0.0668,2034.11139246,5.11333292,1.1319,0.0030,0.8063,0.0018,-2.2925,0.3988,0.000e+00
central,VELA28MRP,325032,3.196,2.07692307692,0,F160W,301.9653,0.0393,305.0771,0.1022,19.7746,0.0033,42.6382,0.1216,3299.7063407,9.4104416,1.0155,0.0052,0.3648,0.0010,7.0758,0.0918,0.000e+00
other,VELA28MRP,325032,3.196,2.07692307692,0,F160W,574.5508,0.3795,538.1098,0.1581,23.5893,0.0197,24.3250,0.4900,1882.4752625,37.920365,0.8417,0.0275,0.4205,0.0080,-80.3072,0.7767,0.000e+00
other,VELA28MRP,325032,3.196,2.07692307692,0,F160W,288.6273,0.0298,544.3525,0.0519,22.9446,0.0154,38.1159,1.4699,2949.73232715,113.75335615,5.0376,0.1027,0.4688,0.0096,-2.2013,0.8273,0.000e+00
other,VELA28MRP,325032,3.196,2.07692307692,1,F160W,544.1562,0.1960,387.0207,0.0999,22.4795,0.0115,71.0891,1.6747,5501.47881535,129.60252095,2.7148,0.0431,0.2296,0.0036,-63.8266,0.2395,0.000e+00
central,VELA28MRP,325032,3.196,2.07692307692,1,F160W,309.2095,0.0848,305.0098,0.0231,19.8551,0.0031,38.4827,0.1111,2978.11842895,8.59786235,1.1121,0.0051,0.2557,0.0008,-74.7712,0.0512,0.000e+00
other,VELA28MRP,325032,3.196,2.07692307692,1,F160W,256.9772,0.0808,280.6524,0.0891,21.4921,0.0085,22.6575,0.1953,1753.42993875,15.11397405,1.3698,0.0137,0.5864,0.0040,-47.9123,0.6700,0.000e+00
