Id,Longitude,Latitude,Continent,Basin_id,Cell_locat,evapproxy,premin,premax,salmin,salmax,minairtemp,maxairtemp,minsst,maxsst,minsoilmoist,maxsoilmoist,stddev_elevdepth,Min_czcs,Max_czcs,runoffnew,Wave_heigh,Tideformproxy
46078,177.5,-37.5,Oceania,820,-1,3540.9,75,150,3541,3555,278,292,289183,293247,1,6.65,4843.54,0.29,0.92,750,2,6
46079,178.5,-37.5,Oceania,820,-1,3556.56,75,150,3543,3556,278,292,288650,293003,1,2.94,4736.75,0.23,0.76,400,3,6
46401,140.5,-38.5,Australia,821,-1,4038.12,22,75,3539,3554,278.8,292,287210,289090,0,3.47,4902.34,0.21,0.54,19,3,3
46402,141.5,-38.5,Australia,0,-1,3530.88,32.29,75,3542,3555,278.1,292,287283,289080,0,0,3799.5,0.19,0.62,0,3,3
46403,142.5,-38.5,Australia,0,-1,2882.52,38,75,3544,3555,278,292,287283,289080,0,10,2447.97,0.15,0.89,75,3,3
46404,143.5,-38.5,Australia,821,1,2989.61,38,75,3540,3548,277,292,286691,289175,0,10,3540.44,0.21,1.07,300,3,3
46405,144.5,-38.5,Australia,0,-1,2996.86,63.44,84.38,3547,3553,276.4,293.3,286193,289693,0.63,0,1457.11,0.19,0.88,0,3,3
46406,145.5,-38.5,Australia,821,1,3915.34,75,75,3539,3547,277,292,286352,289624,1,10,2388.47,0.17,1.11,300,3,3
46407,146.5,-38.5,Australia,821,1,3888.33,75,75,3541,3551,278,291,286546,290089,0,7,2865.48,0.26,1.76,300,3,6
46408,147.5,-38.5,Australia,0,-1,3214.8,54.82,75,3554,3564,276.8,292,286657,290533,0.64,0,1043,0.21,1.03,0,3,6
46435,174.5,-38.5,Oceania,0,-1,3372.03,75,150,3516,3527,277.3,291,287873,291963,1,0,4617.44,0.4,2.25,0,3,8
46438,177.5,-38.5,Oceania,820,1,3257.8,75,150,3536,3550,278,292,288404,292638,1,10,3870.65,0.76,2.01,1200,3,6
46439,178.5,-38.5,Oceania,0,-1,3284.55,75,150,3541,3558,278,292,288087,292577,1,0,4838.9,0.27,1.13,0,3,6
46764,143.5,-39.5,Australia,0,-1,3031.95,38,75,3534,3540,277.3,292.4,286743,288830,0.21,0,3218.23,0.22,0.62,0,3,3
46765,144.5,-39.5,Australia,821,-1,3600.26,60.2,75,3535,3542,276.6,292.3,286307,289247,0.56,3.9,647.172,0.3,0.78,61,3,3
46767,146.5,-39.5,Australia,0,-1,3115.18,75,75,3537,3547,277.4,290.8,286333,289927,0.64,0,963.006,0.15,0.68,0,3,4.5
46768,147.5,-39.5,Australia,0,-1,3104.92,56.5,75,3540,3552,277.2,290.3,286690,290287,0.76,0,1104.35,0.3,0.99,0,3,4.5
46769,148.5,-39.5,Australia,0,-1,3687.36,38,75,3542,3555,276.8,290.1,287540,290700,0.8,0,3375.67,0.38,0.82,0,3,4.5
46794,173.5,-39.5,Oceania,0,-1,4173.84,75,150,3496,3505,276.8,289.8,287563,291480,1,0,3817.31,0.28,1.02,0,3,8
46795,174.5,-39.5,Oceania,820,1,4071.5,75,150,3502,3510,277,290,287478,291358,1,11,3531.95,0.49,2.01,0,3,8
46796,175.5,-39.5,Oceania,820,1,2950.29,75,150,3509,3518,276,291,287521,291485,1,16,4068.6,-9999,-9999,1200,3,8
46797,176.5,-39.5,Oceania,820,1,2920.86,75,150,3520,3532,276,292,287671,291805,1,16,3836.57,-9999,-9999,1200,3,6
46798,177.5,-39.5,Oceania,0,-1,3062.34,68.27,150,3527,3539,276.9,291.7,287630,291857,1,0,4281.37,0.26,0.86,0,3,6
47125,144.5,-40.5,Australia,0,-1,3620.05,150,150,3524,3532,277,289.1,286173,288717,0.85,0,966.938,0.62,1.12,0,3,3
47126,145.5,-40.5,Australia,0,-1,1739.7,121.88,134.38,3525,3536,276.6,288.6,286290,289320,0.92,0,1872.66,0.27,0.89,0,3,3
47127,146.5,-40.5,Australia,822,-1,981.53,83.44,91.67,3527,3540,276.7,288.5,286453,289743,0.92,4.41,2472.89,0.15,0.65,396,3,4.5
47128,147.5,-40.5,Australia,0,-1,767.76,48.57,75,3529,3543,276.7,288.5,286753,290110,0.94,0,2420.62,0.31,1.07,0,3,4.5
47129,148.5,-40.5,Australia,0,1,774.9,38,75,3532,3546,277,289,286963,290144,1,10,2900.67,0.62,0.9,0,3,4.5
47153,172.5,-40.5,Oceania,0,-1,3830.4,125,150,3494,3502,276.3,288.2,287137,291157,1.1,0,4074.77,0.54,0.82,0,3,6
47154,173.5,-40.5,Oceania,0,-1,3454.11,90,150,3492,3500,276.7,288.9,287373,291093,0.93,0,2551.22,0.81,1.01,0,3,8
47155,174.5,-40.5,Oceania,0,-1,3502.07,72.53,150,3494,3499,277,290.1,287213,290800,0.89,0,3892.85,0.55,1.05,0,3,8
47156,175.5,-40.5,Oceania,820,1,2861.25,75,150,3500,3508,277,291,287038,290943,1,12,3347.4,0.37,1.19,0,3,6
47157,176.5,-40.5,Oceania,0,-1,2982.46,38,150,3513,3523,277,291,287250,291410,1,11,4163.69,0.31,0.83,600,3,6
47485,144.5,-41.5,Australia,822,-1,1597.32,139.29,167.86,3510,3520,276.6,287.7,285783,287883,1,5.22,4342.61,0.16,0.84,462,3,3
47486,145.5,-41.5,Australia,822,1,303.88,150,150,3520,3531,277,288,286110,288834,1,10,3988.47,0.3,0.78,1200,3,3
47487,146.5,-41.5,Australia,822,1,303.08,75,75,3522,3535,276,288,286346,289288,1,12,3725.34,0.26,1.01,1200,3,4.5
47488,147.5,-41.5,Australia,822,1,603.33,38,75,3523,3538,277,288,286674,289618,1,9,3822.23,0.41,1.53,1200,3,4.5
47489,148.5,-41.5,Australia,822,-1,1089.66,43.29,75,3524,3540,276.7,288.4,287123,289897,1,7.05,4386.69,0.42,0.71,514,3,4.5
47512,171.5,-41.5,Oceania,823,-1,2847.22,135,230,3495,3504,274.9,287.9,286123,290800,1.47,10.7,4467.95,0.78,1.14,200,4,6
47513,172.5,-41.5,Oceania,823,1,2009.26,150,150,3489,3498,276,288,286542,290715,1,12,4040.72,1.52,2.29,0,4,6
47514,173.5,-41.5,Oceania,823,1,3453.95,75,150,3487,3495,277,288,286592,290489,1,8,3728.83,1.2,1.62,1200,3,6
47515,174.5,-41.5,Oceania,820,-1,3506.88,80.36,150,3488,3494,277.1,289.3,286443,290147,0.74,5.89,4156.99,0.93,1.37,480,3,8
47516,175.5,-41.5,Oceania,820,1,3038.31,75,150,3493,3501,278,290,286595,290490,0,4,4487.35,0.44,1.04,600,3,6
47517,176.5,-41.5,Oceania,820,-1,2973.1,61.55,150,3496,3508,277.3,290.7,286610,290657,0.66,8.42,5310.65,0.28,0.87,545,3,6
47846,145.5,-42.5,Australia,822,1,1070.81,150,250,3501,3517,276,287,285586,287790,1,10,3552.42,0.35,2.75,0,3,3
47848,147.5,-42.5,Australia,822,1,1759.78,38,75,3506,3524,276,288,286211,288517,1,11,3702.07,0.45,1.02,600,3,4.5
47849,148.5,-42.5,Australia,822,-1,1490.24,38,75,3512,3530,276.4,288,286660,289020,0.91,7.65,4732.49,0.31,0.74,533,3,4.5
47871,170.5,-42.5,Oceania,823,-1,2125,126.18,288.64,3478,3495,273.1,287.5,285983,290640,1.87,13.73,5045,0.85,1.28,1200,4,6
47872,171.5,-42.5,Oceania,823,1,1951.74,150,350,3477,3491,274,288,285637,290256,2,15,4075.14,1.74,2.71,0,4,6
47874,173.5,-42.5,Oceania,823,1,2361.15,75,150,3474,3483,276,288,285459,289608,1,10,4357.23,0.67,1.96,1200,3,6
47875,174.5,-42.5,Oceania,823,-1,2917.5,75,150,3476,3485,276.8,288.6,285287,289370,0.81,7.67,5336.96,0.55,1.61,933,3,6
48206,145.5,-43.5,Australia,822,-1,737.7,116.67,194.44,3482,3504,276.6,287.2,285037,286880,0.62,8.31,4915.53,0.44,1.46,600,3,3
48207,146.5,-43.5,Australia,822,1,731.17,75,150,3489,3510,277,287,285450,287338,0,7,4024.49,0.79,1.85,1200,3,3
48208,147.5,-43.5,Australia,0,-1,1280.96,54.44,108.33,3490,3511,276.6,287.5,285503,287320,0.62,0,4059.24,0.37,1.04,0,3,4.5
48209,148.5,-43.5,Australia,822,-1,1853.06,50.33,100,3497,3514,276.3,287.7,285920,287893,0.74,4.64,5414.22,0.26,0.68,343,3,4.5
48229,168.5,-43.5,Oceania,823,-1,2051.75,230,350,3431,3472,273.8,285.4,285887,290103,1.52,12.42,5247.26,0.53,0.77,2400,4,6
48230,169.5,-43.5,Oceania,823,-1,1989.9,139,266.67,3463,3490,272.9,286.5,286010,290477,1.81,12.47,4631.91,0.68,1.13,2000,4,6
48231,170.5,-43.5,Oceania,823,1,1736.16,150,350,3459,3480,273,287,285148,289747,2,14,3936.67,1.52,2.3,2400,4,6
48232,171.5,-43.5,Oceania,823,1,2590.67,75,150,3449,3465,272,288,283894,288616,2,17,3995.22,-9999,-9999,1200,3,6
48233,172.5,-43.5,Oceania,823,1,3244.96,75,150,3450,3463,274,288,283846,288471,1,13,2815.2,0.91,2.18,1200,3,6
48234,173.5,-43.5,Oceania,823,-1,2765.7,75,150,3448,3459,274.9,288,283840,288420,1.16,11.18,3427.93,0.38,1.65,1200,3,6
48588,167.5,-44.5,Oceania,823,-1,2967.72,250,300,3406,3462,273.5,285.1,285340,289367,2.09,13.55,4909.1,0.71,1.15,2400,5,6
48589,168.5,-44.5,Oceania,823,1,1965.04,250,350,3426,3470,274,285,285413,289512,1,11,4047.77,1.02,1.64,2400,4,6
48591,170.5,-44.5,Oceania,823,1,1998.1,38,75,3438,3458,272,286,283489,288116,2,14,4072.75,-9999,-9999,1200,4,6
48592,171.5,-44.5,Oceania,0,-1,2480.8,75.2,160,3425,3441,272.7,287.1,282247,287120,1.87,0,4384.69,0.6,1.69,0,3,6
48947,166.5,-45.5,Oceania,823,-1,5498.48,250,250,3412,3467,273,285.1,284310,287943,2.71,13.13,4658.72,1.05,2.59,2400,5,6
48948,167.5,-45.5,Oceania,823,1,3094.4,250,250,3418,3462,273,285,284053,287680,3,16,3970.3,2.03,2.77,2400,5,6
48951,170.5,-45.5,Oceania,823,1,2086.25,38,75,3430,3446,273,286,282328,286833,2,9,3616.17,1.12,2.35,1200,4,6
48952,171.5,-45.5,Oceania,823,-1,2331.45,43.29,85.71,3426,3442,272.6,286.5,282017,286703,1.91,8.25,5328.62,0.44,1.28,764,3,6
49307,166.5,-46.5,Oceania,823,-1,5146.96,191.67,216.67,3428,3465,273.3,285.3,283597,286957,3,9.2,5024.19,0.77,2.9,1200,5,6
49308,167.5,-46.5,Oceania,823,-1,4858.36,152.78,194.44,3417,3456,273.7,285.5,283020,286440,2.73,10.06,4279.99,1.03,3.46,1154,4,6
49309,168.5,-46.5,Oceania,823,1,3406.22,75,150,3428,3456,274,286,282968,286420,3,14,2827.57,1.54,4.01,1200,4,6
49310,169.5,-46.5,Oceania,823,1,2593.76,75,150,3431,3448,275,286,282251,286082,2,10,3863.73,0.25,1.7,600,4,6
49311,170.5,-46.5,Oceania,823,-1,2160.75,56.5,112.5,3429,3444,273.8,286,281943,286090,2.1,9.63,4907.89,0.35,1.05,960,4,6
49668,167.5,-47.5,Oceania,0,-1,4883.5,133.33,183.33,3437,3456,273.7,285.7,282820,285937,2.79,0,4268.57,0.55,2.39,0,4,6
49669,168.5,-47.5,Oceania,823,-1,4237.64,75,150,3441,3453,274.3,285.9,282347,285697,2.71,8.22,4696.11,0.32,1.56,600,4,6
